code,name
11.1.9.2,Świadczenia dla żołnierzy zawodowych zgodnie z ustawą o zakwaterowaniu SZ
11.2.1.1,Wsparcie wywiadowcze
11.2.2.1,Ochrona kontrwywiadowcza
11.3.1.1,"Misje i operacje NATO, UE oraz koalicyjne"
11.3.2.1,Prowadzenie międzynarodowej bilateralnej i wielostronnej współpracy wojskowej
11.3.2.2,Realizacja zobowiązań w ramach przyjętych programów NATO i UE
11.4.1.1,"Utrzymanie mocy produkcyjnych, naprawczych lub usługowych"
11.4.2.1,W Przygotowanie systemu kierowania bezpieczeństwem narodowym
11.4.2.2,W Zaspokajanie potrzeb Sił Zbrojnych i wojsk sojuszniczych przez sektor pozamilitarny
11.4.2.3,W Przygotowania do militaryzacji i ochrony obiektów szczególnie ważnych dla bezpieczeństwa i obronności państwa
11.4.2.4,W Szkolenie obronne administracji publicznej i przedsiębiorców
11.4.2.5,W Kontrole wykonywania zadań obronnych w sektorze pozamilitarnym
11.4.2.6,Tworzenie i utrzymywanie rezerw państwowych produktów leczniczych i wyrobów medycznych
11.4.2.7,W Przygotowanie i nadzorowanie przebiegu kwalifikacji wojskowej
11.5.1.1,Wsparcie kierowania obronnością
12.1.1.1,Tworzenie i koordynacja regulacji w zakresie ochrony środowiska
12.1.1.2,Instrumenty służące realizacji polityki zrównoważonego rozwoju
12.1.1.3,Udostępnianie informacji o środowisku
12.1.2.1,W Działania edukacyjno-promocyjne oraz informacyjne
12.1.2.2,Krajowy system ekozarządzania i audytu - EMAS
12.1.3.1,Państwowy Monitoring Środowiska
12.1.3.2,W Działalność kontrolna w zakresie ochrony środowiska
12.1.4.1,W Przeciwdziałanie zagrożeniom środowiska i likwidacja ich skutków
12.1.4.2,Oceny oddziaływania na środowisko
12.1.4.3,Pozwolenia zintegrowane i najlepsze dostępne techniki
12.1.5.2,Ocena sytuacji radiacyjnej kraju
12.1.5.3,Współpraca międzynarodowa w zakresie bezpieczeństwa jądrowego i ochrony radiologicznej
12.1.5.4,Obsługa roszczeń byłych pracowników ZPR-1 w Kowarach
12.1.6.1,W System zagospodarowania odpadów
12.1.6.2,Przedsięwzięcia w zakresie gospodarowania odpadami
12.1.6.3,"W Ochrona powierzchni ziemi, w tym rekultywacja składowisk"
12.2.1.1,W Formy ochrony przyrody
12.2.1.2,Reglamentacja działań wpływających na ochronę terenów przyrodniczo cennych oraz ochronę gatunkową
12.2.1.3,W Rekompensata szkód powodowanych przez zwierzęta chronione
12.2.1.4,"Regulacja, monitoring i kontrola w zakresie organizmów genetycznie zmodyfikowanych"
12.2.2.1,W Zalesianie gruntów
12.2.2.2,Ochrona ekosystemów leśnych i gospodarowanie ich zasobami
12.2.2.3,Obrót leśnym materiałem rozmnożeniowym
12.2.2.4,W Ochrona zwierząt łownych i gospodarowanie ich zasobami
12.2.3.1,Ochrona i remediacja powierzchni ziemi
12.3.1.1,W Zarządzanie jakością powietrza i ograniczanie emisji zanieczyszczeń
12.3.1.2,W Programy ochrony powietrza
12.3.1.3,Ograniczanie emisji gazów cieplarnianych i innych substancji
12.3.1.4,Handel uprawnieniami do emisji gazów cieplarnianych i innych substancji oraz bilansowanie i zarządzanie emisjami
12.4.1.1,W Koncesjonowanie działalności górniczej
12.4.1.2,W Rozporządzanie informacją geologiczną
12.4.1.3,W Badania geologiczne
12.4.2.1,"Nadzór i kontrola nad bezpieczeństwem, higieną pracy i ochroną zdrowia"
12.4.2.2,Nadzór i kontrola nad ruchem maszyn i urządzeń oraz bezpieczeństwem wyrobów stosowanych w zakładach górniczych
12.5.1.1,W Planowanie i koordynacja w gospodarowaniu wodami
12.5.1.2,Inwestycje w zakresie kształtowania zasobów wodnych
12.5.1.4,Baza danych systemu informacyjnego gospodarowania wodami
12.5.1.5,W Przeciwdziałanie skutkom suszy
12.5.1.6,"Rozpoznawanie, bilansowanie i ochrona wód podziemnych"
12.5.2.1,"Bieżące utrzymanie wód, remonty budowli i budynków oraz nowa zabudowa hydrotechniczna"
12.5.2.2,Ocena i kontrola stanu technicznego budowli hydrotechnicznych i budynków
12.5.2.4,Usuwanie skutków powodzi
12.5.3.1,Planowanie i koordynacja zarządzania ryzykiem powodziowym
12.5.3.2,Budowa i przebudowa infrastruktury przeciwpowodziowej
12.5.3.3,Zapewnienie zimowej osłony przeciwlodowej
12.5.3.4,Osłona hydrologiczna i meteorologiczna
12.5.3.5,W Wyposażanie i utrzymanie wojewódzkich magazynów przeciwpowodziowych
12.5.4.1,W Wsparcie przedsięwzięć infrastrukturalnych w zakresie gospodarki wodno-ściekowej
12.5.5.1,Opłaty za usługi wodne
12.5.5.2,Orzecznictwo wodnoprawne
12.5.5.3,Kontrola gospodarowania wodami
12.5.5.4,Wykonywanie praw właścicielskich w zakresie powierzonego majątku
13.1.1.1,Tworzenie warunków do prawidłowej realizacji zadań pomocy społecznej oraz zapewnienia dobrej jakości usług
13.1.1.2,W Nadzór nad prawidłową realizacją zadań z obszaru pomocy społecznej
13.1.2.1,W Wsparcie finansowe zadań i programów realizacji zadań pomocy społecznej
13.1.2.2,W Wspieranie osób z zaburzeniami psychicznymi
13.1.2.3,Przeciwdziałanie bezdomności
13.1.2.4,Wspieranie aktywnych form reintegracji społeczno-zawodowej
13.1.2.5,W Przeciwdziałanie przemocy domowej
13.1.2.6,W Pomoc państwa w zakresie dożywiania oraz pomoc żywnościowa dla najuboższych
13.1.2.7,Pomoc dla weteranów działań poza granicami państwa
13.1.2.8,Zapewnienie dostępności osobom ze szczególnymi potrzebami
13.1.2.9,Prowadzenie działań antydyskryminacyjnych
13.1.3.1,"Koordynacja i wspieranie rehabilitacji społecznej, realizowanej przez jst"
13.1.3.2,W Wspieranie osób niepełnosprawnych w życiu społecznym i zawodowym
13.1.3.3,W Prowadzenie nadzoru nad orzekaniem o niepełnosprawności i stopniu niepełnosprawności oraz ustalanie poziomu potrzeby wsparcia
13.1.3.4,"Wspieranie organizacji pozarządowych, realizujących zadania na rzecz osób niepełnosprawnych oraz tworzenie płaszczyzny współpracy"
13.1.3.5,W Nadzór nad ośrodkami i organizatorami turnusów rehabilitacyjnych
13.1.4.1,W Wspieranie aktywnego starzenia się
13.2.1.1,Emerytury łącznie z dodatkami przysługujące z ubezpieczenia społecznego
13.2.1.2,Renty łącznie z dodatkami przysługujące z ubezpieczenia społecznego
13.2.1.3,Pozostałe świadczenia
13.2.1.4,Prewencja i rehabilitacja
13.2.1.5,Zapewnienie wypłacalności świadczeń z Funduszu Ubezpieczeń Społecznych
13.2.1.6,Zapewnienie wypłacalności świadczeń z Funduszu Emerytur Pomostowych
13.2.1.7,Opłacanie składek na ubezpieczenia społeczne z budżetu państwa za osoby uprawnione
13.2.1.8,Obsługa realizacji świadczeń społecznych w ramach powszechnego systemu ubezpieczenia społecznego
13.2.2.1,Świadczenia finansowane z budżetu państwa
13.2.2.2,"Koordynacja działań zapewniających ustalenie prawa do świadczeń, ich wysokości i wypłaty"
13.2.3.1,Emerytury oraz dodatki do emerytur
13.2.3.2,Renty oraz dodatki do tych świadczeń
13.2.3.3,Pozostałe świadczenia
13.2.3.4,Prewencja i rehabilitacja
13.2.3.5,Zapewnienie wypłacalności świadczeń z Funduszu Emerytalno-Rentowego
13.2.3.6,Koordynacja działań w zakresie obejmowania ubezpieczeniem emerytalno-rentowym i opłacania składek na to ubezpieczenie
13.2.3.8,"Obsługa ubezpieczenia społecznego rolników w zakresie ustalania prawa do świadczeń emerytalno-rentowych, ich wysokości i wypłaty"
13.2.3.9,Obsługa pozostałych świadczeń
13.2.4.1,Świadczenia finansowane z budżetu państwa
13.2.4.2,"Koordynacja działań zapewniających ustalenie prawa do świadczeń, ich wysokości i wypłaty"
13.2.5.1,Emerytury oraz dodatki do emerytur
13.2.5.2,Renty i świadczenia rodzinne oraz dodatki do tych świadczeń
13.2.5.3,Pozostałe świadczenia
13.2.5.4,Świadczenia pieniężne dla żołnierzy i funkcjonariuszy zwolnionych z zawodowej służby
13.2.6.1,Uposażenia dla sędziów w stanie spoczynku oraz dodatki do tych uposażeń
13.2.6.2,Uposażenia dla prokuratorów w stanie spoczynku oraz dodatki do tych uposażeń
13.2.6.3,Uposażenie rodzinne oraz dodatki do tych uposażeń
13.2.6.4,Pozostałe świadczenia
13.2.7.1,Kształtowanie systemu ubezpieczenia społecznego i nadzór nad działalnością Zakładu Ubezpieczeń Społecznych
13.2.7.2,Kształtowanie systemu ubezpieczenia społecznego rolników i nadzór nad działalnością Prezesa Kasy Rolniczego Ubezpieczenia Społecznego
13.2.8.1,Koordynacja systemów zabezpieczenia społecznego
13.3.1.1,Kształtowanie i nadzór nad systemem wsparcia dla kombatantów i osób represjonowanych
13.3.1.2,Orzekanie o uprawnieniach kombatantów i innych osób uprawnionych oraz tworzenie zbiorów akt kombatanckich
13.3.1.3,"Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych"
13.3.1.4,W
13.4.1.1,"W Świadczenia rodzinne, świadczenia z funduszu alimentacyjnego i zasiłki dla opiekunów"
13.4.1.2,W Rozwój instytucji opieki nad dziećmi w wieku do lat 3
13.4.1.3,Rozwój profilaktyki na rzecz dziecka i rodziny
13.4.1.4,W Wsparcie rodzin wielodzietnych
13.4.1.5,W Pomoc Państwa w wychowywaniu dzieci
13.4.1.6,W Wsparcie kobiet w ciąży i rodzin w zakresie dostępu do instrumentów polityki na rzecz rodziny
13.4.1.7,Wsparcie rodzin w zapewnieniu opieki nad dziećmi do lat 3
13.4.1.8,Wsparcie dorosłych osób z niepełnosprawnościami – świadczenie wspierające
13.4.2.1,W Wspieranie działalności na rzecz rozwoju rodzicielstwa zastępczego
13.4.2.2,W Finansowanie pobytu dzieci cudzoziemców umieszczonych w pieczy zastępczej
13.4.2.3,W Wspieranie zadań z zakresu instytucjonalnej pieczy zastępczej
13.4.2.4,"W Finansowanie, monitorowanie oraz kontrola realizacji zadań w obszarze wspierania rodziny i systemu pieczy zastępczej"
13.4.3.1,"Organizowanie i prowadzenie ośrodków adopcyjnych, w tym przysposobienia krajowe"
13.4.3.2,Wykonywanie zadań z zakresu przysposobienia międzynarodowego
13.5.1.1,"Wspieranie i rozwój ekonomii społecznej, w tym spółdzielczości socjalnej"
13.5.1.2,Wspieranie zatrudnienia socjalnego
13.5.1.3,Nadzór nad fundacjami oraz koordynacja współpracy z organizacjami pozarządowymi w obszarze rodziny i zabezpieczenia społecznego
13.5.1.4,W Nadzór nad przedsiębiorstwami społecznymi
14.1.1.1,"W Koordynacja, wsparcie i modernizacja publicznych służb zatrudnienia oraz usług i instrumentów rynku pracy"
14.1.1.2,W Nadzór nad prawidłowością realizacji zadań przez urzędy pracy
14.1.1.3,W Realizacja zadań organu wyższego stopnia w postępowaniu administracyjnym w sprawach dotyczących świadczeń z tytułu bezrobocia
14.1.2.1,Świadczenia obligatoryjne
14.1.3.1,W Aktywne formy przeciwdziałania bezrobociu
14.1.4.1,Wspomaganie młodzieży w zdobyciu zatrudnienia
14.1.4.2,Wsparcie młodzieży w kształtowaniu indywidualnej kariery zawodowej i uzyskaniu kwalifikacji zawodowych
14.1.4.3,Tworzenie pracodawcom korzystnych warunków do zatrudnienia młodocianych pracowników
14.1.5.1,Wsparcie zatrudnienia i przeciwdziałanie bezrobociu osób niepełnosprawnych
14.1.5.2,Wsparcie osób niepełnosprawnych prowadzących własną działalność gospodarczą oraz niepełnosprawnych rolników
14.1.5.3,"Koordynacja i wspieranie rehabilitacji zawodowej osób niepełnosprawnych, realizowanej przez jst"
14.1.5.4,W Nadzór nad zakładami pracy chronionej i zakładami aktywności zawodowej
14.2.1.1,"Tworzenie i koordynacja regulacji w zakresie prawa pracy, bezpieczeństwa i higieny pracy oraz stosunków pracy"
14.2.1.2,Promocja i poprawa bezpieczeństwa i warunków pracy
14.2.2.1,Działalność nadzorczo-kontrolna przestrzegania prawa pracy
14.2.2.2,Działalność prewencyjno-promocyjna dotycząca bezpieczeństwa pracy i przestrzegania prawa pracy
14.2.3.1,Ochrona roszczeń pracowniczych
14.2.4.1,Wyrównywanie szans kobiet i mężczyzn na rynku pracy
14.3.1.1,Promocja dialogu społecznego oraz badania i analizy na rzecz rozwoju dialogu społecznego
14.3.1.2,W Współpraca na rzecz wzmocnienia instytucji dialogu społecznego oraz kształtowanie form dialogu i rozwiązań w zakresie zbiorowego prawa pracy
15.1.1.1,Dwustronna i wielostronna współpraca polityczna i gospodarcza
15.1.1.2,Koordynacja działań administracji rządowej w zakresie polskiej polityki zagranicznej
15.1.2.1,Kształtowanie i koordynacja współpracy międzynarodowej w odniesieniu do spraw członkostwa Polski w UE
15.1.2.2,Obsługa prawna zadań wynikających z członkostwa Polski w UE
15.1.2.3,Przygotowanie i sprawowanie przez RP prezydencji w Radzie Unii Europejskiej
15.1.3.1,Umacnianie bezpieczeństwa politycznego i wojskowego RP
15.1.3.2,"Umacnianie bezpieczeństwa ekonomicznego, energetycznego i ekologicznego RP"
15.1.3.3,Bezpieczeństwo MSZ i placówek zagranicznych
15.2.1.1,Kształtowanie pozytywnego wizerunku RP za granicą
15.2.2.1,"Wspieranie rozwoju demokracji, praw człowieka i rządów prawa"
15.2.2.2,Udział w międzynarodowej współpracy rozwojowej
15.2.3.1,Upowszechnianie wiedzy o Polsce oraz informowanie o polityce zagranicznej RP
15.3.1.1,Pomoc i obsługa konsularna dla obywateli polskich oraz polskich osób prawnych
15.3.1.2,Obsługa cudzoziemców i zagranicznych osób prawnych
15.3.2.1,Postępowania przed międzynarodowymi organami ochrony praw człowieka
15.3.2.2,Wykonywanie orzeczeń i decyzji międzynarodowych organów ochrony praw człowieka
15.3.3.1,Wspieranie Polonii i Polaków za granicą
16.1.1.2,W
16.1.1.3,W
16.1.1.4,W Sprawy związane z dokumentami paszportowymi
16.1.1.5,Personalizacja dokumentów tożsamości
16.1.2.1,"Utrzymanie, udostępnianie, eksploatacja i rozwój systemu informatycznego System Rejestrów Państwowych"
16.1.2.2,"Utrzymanie, udostępnianie, eksploatacja i rozwój systemu informatycznego CEPiK"
16.1.2.3,"Utrzymanie, udostępnianie, eksploatacja i rozwój systemu informatycznego do obsługi dokumentów paszportowych"
16.1.3.1,W Wydawanie rozstrzygnięć i sporządzanie opinii w sprawach dotyczących obywatelstwa polskiego
16.1.3.2,"W Wydawanie postanowień i decyzji w sprawach związanych z nabyciem obywatelstwa polskiego w trybie repatriacji, pomoc dla repatriantów"
16.1.4.1,Współpraca z jednostkami samorządu terytorialnego
16.1.4.2,W Wsparcie instytucjonalne jednostek samorządu terytorialnego
16.1.4.4,W Nadzór prawny wojewody nad jst oraz innymi jednostkami podlegającymi nadzorowi oraz systemowe zagadnienia dotyczące funkcjonowania jst
16.1.4.5,W Kontrola działalności tłumaczy przysięgłych
16.1.4.6,"W Finansowanie, nadzór i kontrola realizacji zadań z zakresu administracji rządowej związanych z obsługą obywateli i z wydawaniem zezwoleń"
16.1.5.1,Orzecznictwo w sprawach administracyjnych i podatkowych
16.1.6.1,Realizacja zadań z zakresu prawa humanitarnego
16.2.1.1,W Działania krajowe i współpraca międzynarodowa na rzecz społeczności romskiej
16.2.1.2,W Działania na rzecz tożsamości kulturowej mniejszości narodowych i etnicznych oraz języka regionalnego
16.2.1.3,Wymiana tablic wynikająca z ustalenia dodatkowych nazw w językach mniejszości
16.2.1.4,W
16.3.1.1,Ubezpieczenia społeczne i zdrowotne duchownych
16.3.1.2,W Regulacja roszczeń majątkowych kościelnych osób prawnych
16.3.1.3,W
16.3.1.4,Wsparcie działalności Kościołów i innych związków wyznaniowych z Funduszu Kościelnego
16.3.2.1,Posługa duszpasterska Ordynariatu Polowego WP
16.3.2.2,Posługa duszpasterska Ordynariatu Prawosławnego
16.3.2.3,Posługa duszpasterska Ewangelickiego Duszpasterstwa Wojskowego
16.4.1.1,Rozpatrywanie skarg i wniosków
16.4.1.2,Pełnienie funkcji Krajowego Mechanizmu Prewencji
16.4.1.3,Pełnienie funkcji Mechanizmu Równego Traktowania
16.4.1.4,Edukacja i promocja praw człowieka i obywatela
16.4.1.5,Rozpatrywanie zgłoszeń zewnętrznych sygnalistów i udzielanie im wsparcia w korzystaniu ze środków ochrony prawnej
16.4.2.1,Prowadzenie działań interwencyjnych w sytuacjach naruszenia praw dziecka
16.4.2.2,Promocja praw dziecka
16.4.3.2,Rozpatrywanie skarg
16.4.3.3,Kontrolowanie jednostek przetwarzających dane osobowe
16.5.1.1,Inicjowanie oraz monitorowanie zmian legislacyjnych w zakresie informatyzacji
16.5.1.2,"W Tworzenie, rozwój i wdrażanie e-usług z zakresu realizacji zadań publicznych"
16.5.1.3,Utrzymanie i eksploatacja systemów teleinformatycznych wspierających funkcjonowanie e-usług publicznych
16.5.2.1,Wdrażanie oraz wspieranie projektów dotyczących otwartości sektora publicznego
16.5.2.2,Inicjatywy i projekty w zakresie społeczeństwa informacyjnego
16.5.2.3,Podnoszenie kompetencji cyfrowych w administracji
16.5.3.1,Prowadzenie działań regulacyjnych z obszaru cyberbezpieczeństwa
16.5.3.2,Podnoszenie świadomości i kompetencji z zakresu cyberbezpieczeństwa
16.5.3.3,Opracowanie dokumentów standaryzacyjnych i zaleceń konfiguracyjnych związanych z cyberbezpieczeństwem
16.5.3.4,Wsparcie podmiotów realizujących zadania z zakresu cyberbezpieczeństwa
16.5.4.1,Wsparcie B+R budowy i funkcjonowania systemu łączności na potrzeby systemu kierowania bezpieczeństwem narodowym
16.5.4.2,Budowa i funkcjonowanie systemu łączności na potrzeby systemu kierowania bezpieczeństwem narodowym
16.6.1.1,W Pożytek publiczny i wspieranie rozwoju społeczeństwa obywatelskiego
17.1.1.1,Wsparcie zatrudnienia i integracji w regionach
17.1.1.2,Wspieranie konkurencyjności poszczególnych województw
17.1.1.3,Wspieranie samorządów województw w zarządzaniu programami regionalnymi
17.1.1.4,Wsparcie rozwoju województw w ramach programów regionalnych 2021-2027
17.1.2.1,Wsparcie Polski Wschodniej
17.1.2.2,Wsparcie rozwoju poprzez innowacje społeczne i współpracę ponadnarodową
17.1.2.3,W Wsparcie rozwoju w ramach planu rozwojowego
17.1.3.1,Wsparcie województw w ramach programów realizowanych z udziałem środków pomocy EFTA
17.1.3.2,W Realizacja projektów w ramach Europejskiej Współpracy Terytorialnej
17.2.1.1,W Wsparcie zarządzania i realizacji programów
17.2.1.2,Ewaluacja
17.2.1.3,Informacja i promocja
17.2.1.4,Wsparcie beneficjentów funduszy europejskich
17.2.1.5,Wsparcie wdrażania programów
17.2.1.6,W Zamykanie pomocy i pozostałe rozliczenia
17.2.2.1,W Wsparcie zarządzania i realizacji programów
17.2.2.2,Ewaluacja
17.2.2.3,Informacja i promocja
17.2.2.4,Wdrażanie programów i funduszy
17.2.2.5,Zamykanie pomocy i pozostałe rozliczenia
18.1.1.1,Działalność orzecznicza Sądu Najwyższego
18.1.1.2,Publikacja zeszytów naukowych i orzecznictwa z SN
18.2.1.1,Popularyzacja zagadnień związanych z ustrojową pozycją sądownictwa w kraju i za granicą
18.3.1.1,Działalność orzecznicza - pion karny
18.3.1.2,Działalność orzecznicza - pion cywilny
18.3.1.3,Wykonywanie orzeczeń wydanych przez sądy powszechne
18.3.1.4,Zarządzanie i nadzór administracyjny nad działalnością sądów powszechnych
18.3.1.5,Wsparcie administracyjne i logistyczne sądów powszechnych
18.3.1.6,Działalność na rzecz ułatwiania dostępu do wymiaru sprawiedliwości
18.3.2.1,Działalność orzecznicza sądów wojskowych
18.3.2.2,Wsparcie administracyjne i logistyczne sądów wojskowych
18.3.2.3,Nadzór nad działalnością sądów wojskowych
18.4.1.1,Działalność orzecznicza sądów administracyjnych
18.5.1.1,Funkcjonowanie jednostek organizacyjnych Służby Więziennej
18.5.1.2,Więzienna służba zdrowia
18.5.1.3,Szkolnictwo przywięzienne
18.5.1.4,Szkolenie i doskonalenie zawodowe funkcjonariuszy i pracowników więziennictwa
18.5.1.5,Sprawowanie nadzoru nad działalnością zakładów karnych i aresztów śledczych
18.5.2.1,Funkcjonowanie i rozwój Systemu Dozoru Elektronicznego
18.5.2.2,Upowszechnianie stosowania kar nieizolacyjnych i środków probacyjnych
18.5.3.1,Resocjalizacja osób pozbawionych wolności
18.5.3.2,Pomoc postpenitencjarna
18.6.1.1,Wsparcie kadrowe działalności resocjalizacyjnej
18.6.1.2,Zabezpieczenie niezbędnych oraz społecznie i ekonomicznie uzasadnionych potrzeb wychowanków zakładów dla nieletnich
18.6.1.3,"Zapewnienie bezpieczeństwa w zakładach dla nieletnich oraz wsparcie administracyjne, organizacyjne i techniczne działalności resocjalizacyjnej"
18.6.1.4,Edukacja szkolna w zakładach dla nieletnich
18.6.1.5,Sprawowanie przez Ministra Sprawiedliwości zwierzchniego i pedagogicznego nadzoru nad zakładami dla nieletnich
18.7.1.1,Prowadzenie aplikacji
18.7.1.2,Doskonalenie zawodowe kadr sądów powszechnych i prokuratury
18.7.1.3,Nadzór nad KSSiP
18.7.1.4,Nadzór nad aplikacjami i zawodami prawniczymi
18.7.2.1,Wsparcie procesów decyzyjnych na poziomie strategicznym i operacyjnym
18.7.2.2,Doskonalenie prawa materialnego i procesowego
18.7.2.3,Międzynarodowa współpraca prawna oraz realizacja zobowiązań międzynarodowych RP w zakresie ochrony praw człowieka
18.7.2.5,Działalność opiniodawczych zespołów sądowych specjalistów oraz nadzór Ministra Sprawiedliwości nad OZSS
18.7.2.6,Pomoc pokrzywdzonym przestępstwem i przeciwdziałanie przemocy domowej
18.7.2.7,Promowanie alternatywnych metod rozwiązywania sporów oraz pozostała działalność promocyjno-informacyjna
18.7.2.8,"W Nieodpłatna pomoc prawna, nieodpłatne poradnictwo obywatelskie oraz edukacja prawna"
18.7.2.9,Przeciwdziałanie przyczynom przestępczości
18.7.3.1,Krajowy Rejestr Sądowy
18.7.3.2,Rejestr Zastawów
18.7.3.3,Księga Wieczysta
18.7.3.4,Krajowy Rejestr Karny
18.7.3.5,Monitor Sądowy i Gospodarczy
18.7.3.7,Krajowy Rejestr Zadłużonych
19.1.1.1,Tworzenie i koordynacja regulacji w zakresie transportu drogowego oraz infrastruktury drogowej
19.1.1.2,Obsługa przedsiębiorców i przewoźników drogowych w zakresie międzynarodowego transportu drogowego osób i rzeczy
19.1.1.3,W Odbudowa komunikacji autobusowej
19.1.2.1,W Działania poprawiające bezpieczeństwo ruchu drogowego
19.1.2.3,W System kształcenia kierujących pojazdami oraz kierowców wykonujących przewóz drogowy towarów niebezpiecznych
19.1.2.4,W Rejestracja pojazdów należących do przedstawicielstw dyplomatycznych
19.1.3.1,Zarządzanie siecią dróg krajowych
19.1.3.2,System poboru opłat za przejazdy po drogach krajowych
19.1.4.1,Utrzymanie dróg krajowych
19.1.4.2,Remonty i przebudowy dróg krajowych
19.1.4.3,Budowa autostrad i dróg ekspresowych
19.1.4.5,Budowa pozostałych dróg krajowych
19.1.4.6,W Pozostałe drogi publiczne
19.2.1.1,Tworzenie i koordynacja regulacji w zakresie transportu kolejowego
19.2.1.2,Prowadzenie badań wypadków kolejowych
19.2.2.1,Ocena spełniania wymagań przed dopuszczeniem do uczestnictwa w rynku transportu kolejowego
19.2.2.2,Weryfikacja spełniania wymagań umożliwiających zapewnienie spójności i interoperacyjności systemu kolejowego
19.2.2.3,Nadzór nad działalnością podmiotów rynku kolejowego
19.2.2.4,Nadzór nad rynkiem wyrobów przeznaczonych dla kolejnictwa
19.2.2.5,Regulacja dostępu do infrastruktury kolejowej i obiektów infrastruktury usługowej
19.2.2.6,Ochrona praw pasażerów w transporcie kolejowym
19.2.3.1,Utrzymanie i remonty infrastruktury kolejowej (z wyłączeniem linii o znaczeniu obronnym)
19.2.3.2,Zapewnienie prawidłowego funkcjonowania infrastruktury kolejowej
19.2.4.1,Budowa i modernizacja dworców kolejowych
19.2.4.2,"Budowa, modernizacja i rewitalizacja linii kolejowych"
19.3.1.1,Tworzenie i koordynacja regulacji w zakresie gospodarki morskiej i żeglugi śródlądowej
19.3.1.2,Zagospodarowanie przestrzenne polskich obszarów morskich
19.3.2.1,Bezpieczeństwo żeglugi
19.3.2.2,System monitorowania i oznakowania
19.3.2.3,System wsparcia żeglugi
19.3.2.4,Prowadzenie badań wypadków morskich
19.3.2.5,Ratowanie życia ludzkiego i zwalczanie zagrożeń na morzu
19.3.2.6,Administracja morska
19.3.3.1,Ochrona brzegów morskich
19.3.3.2,Ochrona środowiska morskiego przed zanieczyszczeniami ze statków
19.3.4.1,Administracja żeglugi śródlądowej
19.3.4.2,System informacji rzecznej (RIS)
19.3.4.3,Budowa i modernizacja śródlądowych dróg wodnych
19.3.5.1,Pogłębienie i utrzymanie torów wodnych i podejściowych
19.3.5.2,"Modernizacja, przebudowa oraz rozbudowa infrastruktury zapewniającej dostęp do portów"
19.4.1.1,Tworzenie i koordynacja regulacji w zakresie transportu lotniczego
19.4.1.2,Badanie wypadków i incydentów lotniczych
19.4.2.1,Certyfikacja i bieżący nadzór nad podmiotami rynku lotniczego
19.4.2.2,"Egzaminowanie, licencjonowanie i nadzorowanie personelu lotniczego"
19.4.2.3,Regulacja i nadzór nad funkcjonowaniem rynku lotniczego
19.4.2.4,Dofinansowanie zakupów sprzętu niezbędnego dla bezpieczeństwa działalności lotniczej
19.4.3.1,Bezpieczeństwo i ochrona ruchu lotniczego
19.4.3.3,Rozwój i utrzymanie infrastruktury ATM/CNS oraz wspomagającej
19.4.3.4,Finansowanie zapewnienia służb żeglugi powietrznej w przypadku lotów zwolnionych z opłat nawigacyjnych
19.5.1.1,Budowa oraz modernizacja infrastruktury transportu publicznego
19.5.1.2,W
19.5.1.4,"Dofinansowanie kolejowych pasażerskich przewozów wojewódzkich, międzywojewódzkich i międzynarodowych"
19.5.1.5,W Wsparcie zakupu i modernizacji taboru kolejowego
19.5.1.6,"Wspieranie infrastruktury portowej, transportu intermodalnego oraz innowacji i nowych technologii w sektorze transportu"
19.5.2.1,Dozór techniczny w zakresie bezpiecznej eksploatacji urządzeń technicznych
19.5.2.2,"Homologacja typu pojazdu, przedmiotu wyposażenia lub części"
19.5.2.3,Bezpieczna eksploatacja pojazdów w ruchu drogowym
19.5.2.4,Dopuszczenie pojazdów do przewozu materiałów niebezpiecznych
20.1.1.1,Organizacja oraz nadzór nad systemem opieki zdrowotnej
20.1.1.2,Ocena świadczeń opieki zdrowotnej i technologii medycznych
20.1.1.3,Analizy kosztowe wybranych procedur i procesów medycznych wraz z ich taryfikacją i benchmarkingiem
20.1.1.4,W
20.1.1.5,"W Zadania doradcze, opiniodawcze i kontrolne wykonywane przez konsultantów"
20.1.1.6,W
20.1.1.7,W Nadzór i kontrola nad lecznictwem uzdrowiskowym oraz gminami uzdrowiskowymi
20.1.1.9,W
20.1.1.10,Funkcjonowanie systemu egzaminów zewnętrznych
20.1.1.11,"Budowa, utrzymanie i rozwój systemów informacyjnych w ochronie zdrowia"
20.1.1.12,Wpłata na Fundusz Medyczny
20.1.2.2,Wsparcie działań w zakresie restrukturyzacji samodzielnych publicznych zakładów opieki zdrowotnej
20.1.2.3,"Szkolenia kadry zarządzającej i personelu podmiotów leczniczych, domów pomocy społecznej oraz placówek opiekuńczo-wychowawczych"
20.1.3.1,W Opłacanie i refundacja składek na ubezpieczenie zdrowotne z budżetu państwa za osoby uprawnione
20.1.4.1,Świadczenia opiekuńczo-lecznicze i pielęgnacyjno-opiekuńcze
20.1.4.2,"W Leczenie osób internowanych, szczególnie niebezpiecznych dla otoczenia, chorych psychicznie sprawców czynów zabronionych"
20.1.4.3,W Świadczenia opieki zdrowotnej dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego oraz cudzoziemcom w Polsce i Polakom za granicą
20.1.4.4,Świadczenia opieki zdrowotnej dla członków kadry narodowej
20.1.4.5,Świadczenia na rzecz weteranów działań poza granicami państwa
